61500 25
61800 28
62100 19
62400 14
62700 15
63000 28
63300 23
63600 15
63900 18
64200 26
64500 26
64800 14
65100 41
65400 30
65700 58
66000 25
66300 5
66600 5
66900 17
67200 14
67500 30
67800 25
68100 19
68400 20
68700 13
69000 16
69300 15
69600 20
69900 21
70200 24
70500 15
70800 24
71100 16
71400 11
71700 18
72000 22
72300 23
72600 19
72900 13
73200 18
73500 26
73800 35
74100 17
74400 18
74700 14
75000 11
75300 19
75600 25
75900 14
76200 12
76500 22
76800 18
77100 14
77400 16
77700 21
78000 22
78300 10
78600 15
78900 17
79200 12
79500 16
79800 17
80100 14
80400 19
80700 11
81000 13
81300 14
81600 12
81900 10
82200 16
82500 15
82800 12
83100 14
83400 22
83700 18
84000 8
84300 8
84600 15
84900 11
85200 19
85500 14
85800 9
86100 14
86400 7
86700 15
87000 11
87300 12
87600 11
87900 7
88200 8
88500 3
88800 3
89100 8
89400 1
89700 2
90000 1
90300 7
90600 10
90900 7
91200 9
91500 4
91800 8
92100 9
92400 3
92700 10
93000 6
93300 3
93600 5
93900 5
94200 3
94500 5
94800 0
95100 5
95400 2
95700 0
96000 5
96300 8
96600 1
96900 1
97200 7
97500 3
97800 8
98100 1
98400 5
98700 3
99000 15
99300 16
99600 35
99900 20
100200 40
100500 31
100800 36
101100 28
101400 21
101700 15
102000 11
102300 5
102600 1
102900 8
103200 6
103500 4
103800 3
104100 6
104400 2
104700 9
105000 10
105300 17
105600 20
105900 8
106200 18
106500 14
106800 14
107100 22
107400 23
107700 30
108000 32
108300 15
108600 21
108900 19
109200 20
109500 22
109800 22
110100 22
110400 17
110700 17
111000 20
111300 14
111600 11
111900 2
112200 25
112500 0
112800 1
113100 13
113400 11
113700 3
114000 18
114300 44
114600 28
114900 11
115200 19
115500 25
115800 26
116100 31
116400 22
116700 19
117000 24
117300 6
117600 9
117900 8
118200 16
118500 14
118800 19
119100 23
119400 24
119700 18
120000 13
120300 13
120600 16
120900 27
121200 28
121500 18
121800 16
122100 17
122400 20
122700 16
123000 26
123300 25
123600 27
123900 16
124200 22
124500 21
124800 24
125100 8
125400 25
125700 20
126000 7
126300 14
126600 18
126900 12
127200 18
127500 14
127800 27
128100 16
128400 19
128700 10
129000 17
129300 15
129600 23
129900 11
130200 23
130500 16
130800 21
131100 11
131400 19
131700 14
132000 23
132300 14
132600 16
132900 17
133200 19
133500 15
133800 20
134100 14
134400 24
134700 14
135000 19
135300 14
135600 9
135900 0
136200 23
136500 14
136800 14
137100 18
137400 18
137700 16
138000 20
138300 14
138600 13
138900 13
139200 13
139500 10
139800 23
140100 25
140400 23
140700 25
141000 20
141300 20
141600 14
141900 20
142200 22
142500 14
142800 21
143100 26
143400 23
143700 14
144000 22
144300 16
144600 21
144900 13
145200 11
145500 9
145800 20
146100 17
146400 17
146700 11
147000 23
147300 14
147600 22
147900 10
148200 8
148500 2
148800 13
149100 12
149400 1
149700 28
150000 29
150300 14
150600 3
150900 28
151200 21
151500 22
151800 10
152100 11
152400 24
152700 50
153000 39
153300 26
153600 39
153900 29
154200 24
154500 8
154800 27
155100 15
155400 31
155700 22
156000 13
156300 21
156600 20
156900 24
157200 13
157500 19
157800 15
158100 9
158400 30
158700 12
159000 31
159300 17
159600 40
159900 15
160200 29
160500 19
160800 17
161100 18
161400 15
161700 19
162000 21
162300 18
162600 17
162900 18
163200 7
163500 30
163800 23
164100 20
164400 30
164700 24
165000 16
165300 15
165600 18
165900 20
166200 16
166500 27
166800 9
167100 21
167400 35
167700 25
168000 22
168300 21
168600 12
168900 22
169200 14
169500 9
169800 34
170100 13
170400 14
170700 8
171000 15
171300 26
171600 17
171900 15
172200 16
172500 17
172800 12
173100 6
173400 16
173700 16
174000 16
174300 24
174600 11
174900 20
175200 10
175500 8
175800 5
176100 13
176400 13
176700 7
177000 10
177300 2
177600 5
177900 15
178200 5
178500 6
178800 16
179100 14
179400 27
179700 13
180000 12
180300 16
180600 5
180900 5
181200 2
181500 10
181800 2
182100 3
182400 1
182700 1
183000 4
183300 0
183600 3
183900 1
184200 2
184500 1
184800 2
185100 1
185400 7
185700 1
186000 0
186300 2
186600 0
186900 1
187200 4
187500 3
187800 6
188100 0
188400 9
188700 3
189000 2
189300 2
189600 3
189900 2
190200 22
190500 4
190800 3
191100 6
191400 1
191700 3
192000 1
192300 8
192600 1
192900 10
193200 5
193500 3
193800 5
194100 4
194400 5
194700 10
195000 12
195300 9
195600 6
195900 14
196200 13
196500 17
196800 18
197100 16
197400 27
197700 7
198000 25
198300 3
198600 11
198900 29
199200 8
199500 15
199800 7
